ResponseID,ParticipantID,AssessmentID,CompetencyID,Score,ResponseDate
5735,P1347,A004,C007,4,2024-12-31
5736,P5226,A001,C002,4,2024-12-31
5737,P7465,A005,C004,1,2024-12-31
5738,P4460,A002,C009,5,2024-12-31
5739,P1599,A004,C010,2,2024-12-31
5740,P7125,A004,C003,3,2024-12-31
5741,P2974,A004,C009,1,2024-12-31
5742,P8742,A005,C001,4,2024-12-31
5743,P8965,A004,C005,3,2024-12-31
5744,P4887,A003,C008,5,2024-12-31
5745,P5658,A004,C004,1,2024-12-31
5746,P8402,A003,C008,5,2024-12-31
5747,P7857,A004,C001,5,2024-12-31
5748,P8780,A001,C007,4,2024-12-31
5749,P6194,A003,C004,5,2024-12-31
5750,P2222,A003,C009,5,2024-12-31
5751,P1660,A004,C007,5,2024-12-31
5752,P9494,A004,C001,3,2024-12-31
5753,P10851,A005,C005,3,2024-12-31
5754,P3167,A004,C009,1,2024-12-31
5755,P6638,A001,C008,5,2024-12-31
5756,P9429,A003,C002,1,2024-12-31
5757,P4870,A005,C004,5,2024-12-31
5758,P2697,A004,C006,4,2024-12-31
5759,P2008,A003,C004,4,2024-12-31
5760,P10898,A001,C008,5,2024-12-31
5761,P5003,A002,C002,2,2024-12-31
5762,P2494,A005,C009,1,2024-12-31
5763,P7642,A001,C002,4,2024-12-31
5764,P4657,A002,C007,2,2024-12-31
5765,P6612,A003,C004,4,2024-12-31
5766,P4821,A005,C001,5,2024-12-31
5767,P5161,A002,C006,2,2024-12-31
5768,P8937,A004,C007,2,2024-12-31
5769,P4682,A003,C009,4,2024-12-31
5770,P9072,A002,C003,3,2024-12-31
5771,P4743,A002,C007,5,2024-12-31
5772,P4991,A003,C010,3,2024-12-31
5773,P5087,A003,C010,5,2024-12-31
5774,P9601,A001,C009,3,2024-12-31
5775,P10243,A004,C007,1,2024-12-31
5776,P1029,A004,C010,1,2024-12-31
5777,P1731,A002,C004,1,2024-12-31
5778,P3839,A003,C006,5,2024-12-31
5779,P1123,A001,C002,4,2024-12-31
5780,P7109,A002,C002,3,2024-12-31
5781,P6333,A002,C007,2,2024-12-31
5782,P6010,A005,C001,5,2024-12-31
5783,P8465,A001,C005,4,2024-12-31
5784,P5073,A002,C004,1,2024-12-31
5785,P10982,A001,C005,2,2024-12-31
5786,P8872,A005,C005,5,2024-12-31
5787,P2099,A005,C008,1,2024-12-31
5788,P5607,A002,C002,1,2024-12-31
5789,P3772,A003,C006,5,2024-12-31
5790,P2954,A003,C004,5,2024-12-31
5791,P6008,A003,C006,5,2024-12-31
5792,P3478,A001,C006,1,2024-12-31
5793,P7913,A001,C002,1,2024-12-31
5794,P8695,A002,C002,1,2024-12-31
5795,P1996,A003,C005,4,2024-12-31
5796,P1631,A005,C007,4,2024-12-31
5797,P3950,A002,C008,1,2024-12-31
5798,P5051,A004,C004,5,2024-12-31
5799,P8782,A003,C006,1,2024-12-31
5800,P6364,A003,C004,5,2024-12-31
5801,P1475,A001,C005,1,2024-12-31
5802,P2030,A003,C006,3,2024-12-31
5803,P5387,A001,C003,1,2024-12-31
5804,P4386,A004,C006,4,2024-12-31
5805,P3162,A002,C001,1,2024-12-31
5806,P4143,A005,C009,2,2024-12-31
5807,P9777,A005,C009,5,2024-12-31
5808,P2337,A001,C003,2,2024-12-31
5809,P8697,A001,C001,2,2024-12-31
5810,P5313,A004,C005,5,2024-12-31
5811,P1315,A002,C010,2,2024-12-31
5812,P8515,A003,C002,5,2024-12-31
5813,P1657,A003,C007,1,2024-12-31
5814,P4074,A005,C005,5,2024-12-31
5815,P1318,A004,C005,3,2024-12-31
5816,P1829,A005,C002,1,2024-12-31
5817,P5730,A001,C003,2,2024-12-31
5818,P2633,A005,C003,5,2024-12-31
5819,P8830,A005,C009,1,2024-12-31
5820,P2248,A001,C005,4,2024-12-31
5821,P4600,A001,C007,2,2024-12-31
5822,P9690,A002,C006,2,2024-12-31
5823,P9768,A001,C010,2,2024-12-31
5824,P1652,A002,C002,5,2024-12-31
5825,P3196,A002,C005,5,2024-12-31
5826,P8799,A004,C010,4,2024-12-31
5827,P10667,A003,C002,3,2024-12-31
5828,P9796,A003,C005,1,2024-12-31
5829,P3046,A001,C003,4,2024-12-31
5830,P5571,A002,C004,2,2024-12-31
5831,P6834,A001,C008,2,2024-12-31
5832,P5238,A004,C006,3,2024-12-31
5833,P3411,A004,C010,1,2024-12-31
5834,P7652,A003,C008,4,2024-12-31
5835,P8697,A002,C006,2,2024-12-31
5836,P5185,A001,C006,4,2024-12-31
5837,P1329,A002,C003,5,2024-12-31
5838,P4717,A005,C001,5,2024-12-31
5839,P1482,A001,C005,4,2024-12-31
5840,P9927,A004,C008,1,2024-12-31
5841,P2839,A001,C002,5,2024-12-31
5842,P10690,A001,C004,5,2024-12-31
5843,P5396,A002,C010,3,2024-12-31
5844,P3356,A002,C009,3,2024-12-31
5845,P7571,A001,C006,4,2024-12-31
5846,P3443,A002,C001,5,2024-12-31
5847,P9520,A001,C004,5,2024-12-31
5848,P8356,A004,C004,4,2024-12-31
5849,P7912,A001,C010,4,2024-12-31
5850,P8111,A004,C001,1,2024-12-31
5851,P1350,A003,C009,5,2024-12-31
5852,P7579,A005,C008,2,2024-12-31
5853,P7723,A005,C003,3,2024-12-31
5854,P3094,A004,C008,3,2024-12-31
5855,P2249,A004,C010,3,2024-12-31
5856,P5898,A004,C008,3,2024-12-31
5857,P8259,A005,C003,5,2024-12-31
5858,P7277,A003,C003,1,2024-12-31
5859,P3400,A004,C002,5,2024-12-31
5860,P2722,A001,C010,5,2024-12-31
5861,P7905,A005,C005,5,2024-12-31
5862,P6965,A002,C005,5,2024-12-31
5863,P5098,A003,C006,5,2024-12-31
5864,P2294,A004,C004,1,2024-12-31
5865,P9585,A001,C002,3,2024-12-31
5866,P2330,A005,C001,1,2024-12-31
5867,P7434,A004,C008,4,2024-12-31
5868,P8216,A001,C001,5,2024-12-31
5869,P6666,A005,C001,2,2024-12-31
5870,P2680,A001,C010,1,2024-12-31
5871,P2222,A002,C008,1,2024-12-31
5872,P9038,A002,C003,5,2024-12-31
5873,P8134,A001,C009,3,2024-12-31
5874,P5600,A002,C007,1,2024-12-31
5875,P4504,A004,C006,5,2024-12-31
5876,P9011,A003,C008,1,2024-12-31
5877,P10118,A004,C001,5,2024-12-31
5878,P1095,A005,C007,3,2024-12-31
5879,P6147,A005,C003,2,2024-12-31
5880,P7408,A005,C002,4,2024-12-31
5881,P5671,A004,C006,4,2024-12-31
5882,P7286,A004,C002,2,2024-12-31
5883,P8205,A003,C008,1,2024-12-31
5884,P10583,A002,C004,1,2024-12-31
5885,P5282,A001,C009,2,2024-12-31
5886,P10426,A002,C003,5,2024-12-31
5887,P9180,A004,C008,2,2024-12-31
5888,P6660,A003,C010,4,2024-12-31
5889,P8597,A002,C008,3,2024-12-31
5890,P10997,A002,C003,2,2024-12-31
5891,P10099,A001,C010,1,2024-12-31
5892,P5224,A003,C001,2,2024-12-31
5893,P4719,A001,C010,3,2024-12-31
5894,P3018,A002,C009,5,2024-12-31
5895,P2660,A001,C003,1,2024-12-31
5896,P9996,A005,C001,5,2024-12-31
5897,P10159,A003,C009,2,2024-12-31
5898,P8706,A001,C001,1,2024-12-31
5899,P9699,A005,C003,3,2024-12-31
5900,P9294,A001,C004,4,2024-12-31
5901,P10024,A001,C008,3,2024-12-31
5902,P8829,A001,C002,5,2024-12-31
5903,P9075,A002,C008,4,2024-12-31
5904,P8834,A003,C001,2,2024-12-31
5905,P10162,A002,C003,3,2024-12-31
5906,P1607,A001,C006,5,2024-12-31
5907,P9493,A005,C008,1,2024-12-31
5908,P5102,A004,C009,4,2024-12-31
5909,P5771,A005,C008,3,2024-12-31
5910,P7675,A002,C006,3,2024-12-31
5911,P1002,A001,C007,2,2024-12-31
5912,P5051,A003,C005,3,2024-12-31
5913,P8798,A005,C004,3,2024-12-31
5914,P3067,A005,C009,3,2024-12-31
5915,P7476,A004,C004,3,2024-12-31
5916,P6920,A001,C005,1,2024-12-31
5917,P10140,A001,C002,2,2024-12-31
5918,P3153,A004,C003,5,2024-12-31
5919,P6244,A003,C002,2,2024-12-31
5920,P6259,A001,C005,5,2024-12-31
5921,P3577,A005,C007,5,2024-12-31
5922,P2734,A003,C006,3,2024-12-31
5923,P6093,A003,C005,3,2024-12-31
5924,P7986,A001,C002,4,2024-12-31
5925,P9941,A002,C006,5,2024-12-31
5926,P10754,A002,C006,4,2024-12-31
5927,P3986,A005,C009,4,2024-12-31
5928,P4875,A001,C002,1,2024-12-31
5929,P7865,A002,C004,5,2024-12-31
5930,P3280,A005,C001,4,2024-12-31
5931,P4255,A002,C006,2,2024-12-31
5932,P2150,A004,C002,3,2024-12-31
5933,P4472,A004,C008,3,2024-12-31
5934,P10518,A002,C005,2,2024-12-31
5935,P8722,A002,C008,3,2024-12-31
5936,P6411,A003,C001,4,2024-12-31
5937,P5716,A004,C009,5,2024-12-31
5938,P5445,A003,C001,1,2024-12-31
5939,P5481,A002,C001,5,2024-12-31
5940,P6735,A005,C004,3,2024-12-31
5941,P6220,A002,C003,1,2024-12-31
5942,P7195,A002,C009,3,2024-12-31
5943,P2056,A001,C001,5,2024-12-31
5944,P2019,A004,C009,3,2024-12-31
5945,P1012,A001,C009,5,2024-12-31
5946,P10967,A002,C010,4,2024-12-31
5947,P2410,A005,C010,1,2024-12-31
5948,P7218,A003,C010,2,2024-12-31
5949,P5115,A003,C005,3,2024-12-31
5950,P1104,A002,C008,2,2024-12-31
5951,P7928,A004,C007,4,2024-12-31
5952,P5060,A001,C004,3,2024-12-31
5953,P7951,A003,C004,5,2024-12-31
5954,P1674,A003,C003,4,2024-12-31
5955,P2099,A001,C010,4,2024-12-31
5956,P6236,A004,C004,4,2024-12-31
5957,P2269,A002,C010,1,2024-12-31
5958,P10004,A005,C007,5,2024-12-31
5959,P7788,A003,C008,1,2024-12-31
5960,P1258,A004,C008,4,2024-12-31
5961,P6017,A005,C003,5,2024-12-31
5962,P1020,A005,C007,2,2024-12-31
5963,P2720,A005,C001,3,2024-12-31
5964,P1621,A004,C006,3,2024-12-31
5965,P2418,A002,C004,5,2024-12-31
5966,P10932,A003,C004,4,2024-12-31
5967,P4571,A001,C005,3,2024-12-31
5968,P8081,A003,C005,2,2024-12-31
5969,P7842,A001,C001,4,2024-12-31
5970,P2492,A003,C001,5,2024-12-31
5971,P8262,A002,C005,3,2024-12-31
5972,P8935,A005,C008,3,2024-12-31
5973,P8744,A002,C001,5,2024-12-31
5974,P7822,A004,C005,4,2024-12-31
5975,P1183,A002,C010,3,2024-12-31
5976,P4891,A003,C010,1,2024-12-31
5977,P7123,A004,C001,5,2024-12-31
5978,P1170,A003,C010,3,2024-12-31
5979,P2012,A003,C003,1,2024-12-31
5980,P1423,A005,C007,4,2024-12-31
5981,P6542,A004,C004,4,2024-12-31
5982,P8438,A004,C003,1,2024-12-31
5983,P1115,A002,C002,4,2024-12-31
5984,P8011,A005,C004,4,2024-12-31
5985,P10271,A005,C002,3,2024-12-31
5986,P1336,A005,C005,3,2024-12-31
5987,P6855,A005,C004,1,2024-12-31
5988,P3563,A005,C010,5,2024-12-31
5989,P10520,A004,C007,2,2024-12-31
5990,P6531,A003,C010,1,2024-12-31
5991,P9355,A001,C010,5,2024-12-31
5992,P10434,A004,C003,3,2024-12-31
5993,P10986,A004,C005,3,2024-12-31
5994,P9032,A001,C006,2,2024-12-31
5995,P5005,A003,C009,3,2024-12-31
5996,P5594,A001,C009,4,2024-12-31
5997,P3823,A003,C008,4,2024-12-31
5998,P3302,A002,C007,5,2024-12-31
5999,P1176,A001,C008,1,2024-12-31
6000,P6399,A001,C003,3,2024-12-31
6001,P7100,A003,C006,2,2024-12-31
6002,P6367,A003,C007,2,2024-12-31
6003,P1432,A001,C003,5,2024-12-31
6004,P5740,A003,C005,5,2024-12-31
6005,P1832,A003,C003,3,2024-12-31
6006,P10817,A003,C003,5,2024-12-31
6007,P10286,A005,C007,2,2024-12-31
6008,P7574,A005,C004,5,2024-12-31
6009,P10688,A001,C003,5,2024-12-31
6010,P2466,A005,C005,2,2024-12-31
6011,P9684,A005,C010,5,2024-12-31
6012,P4457,A005,C002,1,2024-12-31
6013,P8513,A003,C005,1,2024-12-31
6014,P4107,A001,C008,3,2024-12-31
6015,P9762,A001,C003,1,2024-12-31
6016,P4248,A001,C003,1,2024-12-31
6017,P7251,A001,C004,5,2024-12-31
6018,P10220,A003,C008,3,2024-12-31
6019,P3465,A005,C001,2,2024-12-31
6020,P2516,A005,C008,5,2024-12-31
6021,P8024,A004,C003,5,2024-12-31
6022,P4124,A005,C002,2,2024-12-31
6023,P1944,A001,C010,3,2024-12-31
6024,P10286,A004,C008,4,2024-12-31
6025,P3631,A003,C010,4,2024-12-31
6026,P6869,A001,C003,1,2024-12-31
6027,P8152,A003,C008,3,2024-12-31
6028,P6936,A003,C002,4,2024-12-31
6029,P5979,A002,C009,1,2024-12-31
6030,P8559,A005,C010,4,2024-12-31
6031,P1118,A001,C006,1,2024-12-31
6032,P2026,A003,C006,1,2024-12-31
6033,P2957,A005,C005,1,2024-12-31
6034,P3280,A002,C002,4,2024-12-31
6035,P7287,A004,C006,1,2024-12-31
6036,P1195,A003,C010,3,2024-12-31
6037,P2333,A004,C007,3,2024-12-31
6038,P6144,A002,C008,1,2024-12-31
6039,P9998,A005,C006,2,2024-12-31
6040,P2192,A001,C010,4,2024-12-31
6041,P9324,A001,C008,3,2024-12-31
6042,P8290,A005,C002,2,2024-12-31
6043,P1901,A005,C008,1,2024-12-31
6044,P10042,A001,C010,3,2024-12-31
6045,P9411,A001,C001,5,2024-12-31
6046,P9250,A005,C008,5,2024-12-31
6047,P3096,A005,C005,4,2024-12-31
6048,P1089,A003,C009,1,2024-12-31
6049,P3847,A003,C007,3,2024-12-31
6050,P3403,A003,C001,5,2024-12-31
6051,P8133,A001,C008,3,2024-12-31
6052,P6526,A002,C004,2,2024-12-31
6053,P2594,A003,C007,4,2024-12-31
6054,P8788,A001,C003,5,2024-12-31
6055,P5910,A005,C010,4,2024-12-31
6056,P1205,A003,C006,1,2024-12-31
6057,P9473,A005,C004,5,2024-12-31
6058,P6671,A001,C002,1,2024-12-31
6059,P4326,A002,C005,2,2024-12-31
6060,P9790,A002,C002,4,2024-12-31
6061,P3485,A004,C002,3,2024-12-31
6062,P8611,A004,C001,4,2024-12-31
6063,P6433,A004,C001,1,2024-12-31
6064,P4052,A005,C003,4,2024-12-31
6065,P7471,A004,C008,3,2024-12-31
6066,P2825,A005,C010,5,2024-12-31
6067,P3746,A004,C007,3,2024-12-31
6068,P9252,A003,C005,1,2024-12-31
6069,P9577,A003,C010,2,2024-12-31
6070,P2317,A003,C006,5,2024-12-31
6071,P5968,A003,C010,2,2024-12-31
6072,P5057,A001,C006,4,2024-12-31
6073,P2586,A002,C008,4,2024-12-31
6074,P10468,A004,C005,3,2024-12-31
6075,P6006,A003,C006,5,2024-12-31
6076,P5503,A002,C004,5,2024-12-31
6077,P8980,A002,C006,1,2024-12-31
6078,P8367,A005,C003,1,2024-12-31
6079,P9506,A001,C008,5,2024-12-31
6080,P1017,A004,C002,3,2024-12-31
6081,P9609,A002,C001,2,2024-12-31
6082,P5647,A004,C003,5,2024-12-31
6083,P6577,A002,C009,5,2024-12-31
6084,P4869,A003,C005,2,2024-12-31
6085,P9628,A003,C003,5,2024-12-31
6086,P7088,A001,C010,3,2024-12-31
6087,P2939,A005,C006,4,2024-12-31
6088,P8172,A002,C009,3,2024-12-31
6089,P2328,A005,C005,3,2024-12-31
6090,P7585,A005,C004,2,2024-12-31
6091,P10301,A005,C008,5,2024-12-31
6092,P4677,A002,C003,1,2024-12-31
6093,P9560,A002,C005,2,2024-12-31
6094,P5917,A002,C003,5,2024-12-31
6095,P10739,A005,C009,2,2024-12-31
6096,P4779,A003,C009,1,2024-12-31
6097,P8747,A001,C004,1,2024-12-31
6098,P2057,A005,C008,4,2024-12-31
6099,P2427,A001,C003,4,2024-12-31
6100,P1831,A001,C006,5,2024-12-31
6101,P1824,A003,C006,2,2024-12-31
6102,P10699,A001,C004,5,2024-12-31
6103,P5998,A001,C004,5,2024-12-31
6104,P1792,A003,C010,5,2024-12-31
6105,P8622,A004,C007,3,2024-12-31
6106,P2078,A002,C005,5,2024-12-31
6107,P1170,A004,C007,5,2024-12-31
6108,P7403,A001,C007,4,2024-12-31
6109,P10973,A005,C007,3,2024-12-31
6110,P6805,A003,C009,5,2024-12-31
6111,P6190,A005,C009,3,2024-12-31
6112,P7307,A001,C005,1,2024-12-31
6113,P3186,A001,C003,1,2024-12-31
6114,P6517,A001,C001,1,2024-12-31
6115,P5683,A001,C006,1,2024-12-31
6116,P1455,A005,C004,1,2024-12-31
6117,P5004,A002,C007,2,2024-12-31
6118,P9612,A002,C007,4,2024-12-31
6119,P10358,A004,C001,1,2024-12-31
6120,P5994,A002,C009,3,2024-12-31
6121,P3782,A001,C003,5,2024-12-31
6122,P1671,A001,C007,3,2024-12-31
6123,P4655,A001,C008,4,2024-12-31
6124,P7587,A001,C004,5,2024-12-31
6125,P8212,A001,C005,3,2024-12-31
6126,P2241,A004,C007,3,2024-12-31
6127,P1760,A002,C008,5,2024-12-31
6128,P2232,A002,C006,5,2024-12-31
6129,P10137,A002,C001,4,2024-12-31
6130,P4211,A005,C006,5,2024-12-31
6131,P1817,A002,C010,4,2024-12-31
6132,P2684,A004,C002,4,2024-12-31
6133,P2993,A003,C009,3,2024-12-31
6134,P8931,A004,C008,5,2024-12-31
6135,P4721,A003,C003,3,2024-12-31
6136,P3267,A004,C005,1,2024-12-31
6137,P8646,A003,C010,4,2024-12-31
6138,P2887,A001,C003,1,2024-12-31
6139,P8312,A005,C005,3,2024-12-31
6140,P3530,A003,C006,1,2024-12-31
6141,P4615,A004,C006,3,2024-12-31
6142,P4770,A003,C003,4,2024-12-31
6143,P1641,A005,C007,4,2024-12-31
6144,P6442,A001,C009,2,2024-12-31
6145,P8902,A005,C008,2,2024-12-31
6146,P2333,A004,C008,5,2024-12-31
6147,P7834,A005,C007,1,2024-12-31
6148,P3923,A002,C005,3,2024-12-31
6149,P1070,A005,C006,1,2024-12-31
6150,P9615,A002,C007,5,2024-12-31
6151,P1998,A002,C003,3,2024-12-31
6152,P6571,A005,C007,4,2024-12-31
6153,P6253,A005,C003,1,2024-12-31
6154,P2335,A004,C001,2,2024-12-31
6155,P10658,A004,C007,2,2024-12-31
6156,P7683,A002,C010,5,2024-12-31
6157,P1328,A005,C005,1,2024-12-31
6158,P4570,A002,C005,3,2024-12-31
6159,P7300,A001,C003,5,2024-12-31
6160,P6619,A002,C008,1,2024-12-31
6161,P5650,A002,C003,4,2024-12-31
6162,P7922,A001,C002,3,2024-12-31
6163,P9545,A001,C003,5,2024-12-31
6164,P5791,A001,C007,1,2024-12-31
6165,P8189,A002,C005,5,2024-12-31
6166,P7527,A001,C001,4,2024-12-31
6167,P10547,A005,C008,5,2024-12-31
6168,P6630,A001,C007,3,2024-12-31
6169,P4498,A003,C010,2,2024-12-31
6170,P4854,A001,C004,3,2024-12-31
6171,P7831,A002,C010,4,2024-12-31
6172,P3452,A001,C004,5,2024-12-31
6173,P7732,A002,C005,5,2024-12-31
6174,P4042,A003,C001,5,2024-12-31
6175,P4402,A004,C002,2,2024-12-31
6176,P2039,A004,C009,1,2024-12-31
6177,P6435,A002,C007,3,2024-12-31
6178,P8330,A001,C002,5,2024-12-31
6179,P7679,A005,C008,3,2024-12-31
6180,P9729,A002,C006,5,2024-12-31
6181,P6264,A004,C005,5,2024-12-31
6182,P6538,A001,C005,1,2024-12-31
6183,P2605,A002,C010,5,2024-12-31
6184,P4538,A003,C001,2,2024-12-31
6185,P4607,A005,C006,1,2024-12-31
6186,P2103,A005,C002,5,2024-12-31
6187,P4017,A005,C008,2,2024-12-31
6188,P3632,A002,C001,4,2024-12-31
6189,P3077,A002,C009,2,2024-12-31
6190,P1622,A003,C008,3,2024-12-31
6191,P2793,A005,C007,3,2024-12-31
6192,P5762,A001,C005,3,2024-12-31
6193,P10862,A002,C009,5,2024-12-31
6194,P8477,A003,C008,5,2024-12-31
6195,P8067,A001,C005,5,2024-12-31
6196,P5995,A002,C008,4,2024-12-31
6197,P3645,A002,C003,4,2024-12-31
6198,P10102,A005,C009,5,2024-12-31
6199,P8644,A004,C009,2,2024-12-31
6200,P8559,A003,C010,2,2024-12-31
6201,P10113,A003,C004,3,2024-12-31
6202,P9140,A001,C010,5,2024-12-31
6203,P9089,A003,C003,5,2024-12-31
6204,P8437,A002,C003,5,2024-12-31
6205,P10888,A005,C003,4,2024-12-31
6206,P2918,A004,C004,2,2024-12-31
6207,P9041,A004,C002,3,2024-12-31
6208,P6520,A002,C006,4,2024-12-31
6209,P7444,A003,C004,1,2024-12-31
6210,P6297,A004,C008,2,2024-12-31
6211,P2691,A003,C005,4,2024-12-31
6212,P5598,A001,C001,3,2024-12-31
6213,P7173,A001,C010,2,2024-12-31
6214,P6058,A005,C009,5,2024-12-31
6215,P8826,A004,C007,1,2024-12-31
6216,P5479,A003,C010,4,2024-12-31
6217,P1331,A002,C009,1,2024-12-31
6218,P3319,A005,C007,5,2024-12-31
6219,P8738,A001,C007,4,2024-12-31
6220,P6484,A004,C002,3,2024-12-31
6221,P6157,A003,C004,2,2024-12-31
6222,P4710,A002,C002,5,2024-12-31
6223,P8972,A001,C007,1,2024-12-31
6224,P6921,A004,C009,5,2024-12-31
6225,P1677,A004,C009,4,2024-12-31
6226,P8634,A001,C006,5,2024-12-31
6227,P5682,A003,C003,1,2024-12-31
6228,P5270,A005,C005,3,2024-12-31
6229,P1336,A003,C007,3,2024-12-31
6230,P4553,A001,C005,1,2024-12-31
6231,P4158,A001,C005,1,2024-12-31
6232,P6385,A001,C008,1,2024-12-31
6233,P7399,A003,C001,3,2024-12-31
6234,P8358,A002,C006,3,2024-12-31
6235,P3504,A003,C003,5,2024-12-31
6236,P5292,A005,C003,3,2024-12-31
6237,P8138,A001,C005,5,2024-12-31
6238,P1751,A005,C008,4,2024-12-31
6239,P1982,A004,C009,3,2024-12-31
6240,P3968,A004,C003,4,2024-12-31
6241,P6152,A003,C007,3,2024-12-31
6242,P8922,A004,C010,1,2024-12-31
6243,P1453,A002,C005,3,2024-12-31
6244,P2776,A001,C010,5,2024-12-31
6245,P8401,A004,C010,3,2024-12-31
6246,P3197,A001,C008,5,2024-12-31
6247,P1344,A003,C005,1,2024-12-31
6248,P5213,A003,C007,1,2024-12-31
6249,P7160,A004,C009,2,2024-12-31
6250,P7330,A001,C005,3,2024-12-31
6251,P8258,A002,C006,5,2024-12-31
6252,P4310,A003,C010,1,2024-12-31
6253,P10784,A005,C009,4,2024-12-31
6254,P5721,A005,C002,4,2024-12-31
6255,P4851,A005,C001,5,2024-12-31
6256,P2043,A003,C008,4,2024-12-31
6257,P1184,A001,C002,1,2024-12-31
6258,P8376,A004,C001,4,2024-12-31
6259,P10347,A002,C004,4,2024-12-31
6260,P3526,A004,C003,2,2024-12-31
6261,P8337,A002,C004,3,2024-12-31
6262,P6556,A004,C008,5,2024-12-31
6263,P6147,A005,C010,2,2024-12-31
6264,P2365,A001,C003,2,2024-12-31
6265,P2795,A004,C008,3,2024-12-31
6266,P6016,A001,C010,2,2024-12-31
6267,P5127,A004,C002,5,2024-12-31
6268,P6126,A002,C006,5,2024-12-31
6269,P5522,A004,C008,3,2024-12-31
6270,P7949,A005,C010,5,2024-12-31
6271,P7111,A005,C003,1,2024-12-31
6272,P1906,A001,C004,4,2024-12-31
6273,P3484,A003,C010,1,2024-12-31
6274,P8963,A002,C005,4,2024-12-31
6275,P5433,A004,C005,1,2024-12-31
6276,P9500,A002,C010,5,2024-12-31
6277,P6902,A005,C006,5,2024-12-31
6278,P9892,A005,C008,4,2024-12-31
6279,P1040,A002,C009,5,2024-12-31
6280,P7794,A003,C009,4,2024-12-31
6281,P1724,A002,C005,4,2024-12-31
6282,P9079,A001,C001,2,2024-12-31
6283,P7772,A001,C001,3,2024-12-31
6284,P6528,A001,C006,3,2024-12-31
6285,P10954,A004,C002,2,2024-12-31
6286,P4502,A002,C010,2,2024-12-31
6287,P4408,A003,C002,3,2024-12-31
6288,P10564,A002,C005,1,2024-12-31
6289,P9486,A002,C010,4,2024-12-31
6290,P5570,A004,C008,1,2024-12-31
6291,P10639,A002,C009,1,2024-12-31
6292,P1908,A003,C003,3,2024-12-31
6293,P6585,A003,C007,3,2024-12-31
6294,P1412,A004,C007,2,2024-12-31
6295,P2639,A004,C001,2,2024-12-31
6296,P6799,A002,C006,4,2024-12-31
6297,P2721,A003,C005,5,2024-12-31
6298,P9237,A005,C003,4,2024-12-31
6299,P9786,A005,C010,5,2024-12-31
6300,P4260,A003,C001,4,2024-12-31
6301,P7905,A003,C009,4,2024-12-31
6302,P1057,A003,C006,4,2024-12-31
6303,P2445,A001,C008,1,2024-12-31
6304,P4982,A005,C003,4,2024-12-31
6305,P3018,A001,C008,3,2024-12-31
6306,P5713,A003,C006,2,2024-12-31
6307,P10526,A003,C009,3,2024-12-31
6308,P2625,A002,C009,4,2024-12-31
6309,P3233,A003,C004,1,2024-12-31
6310,P3269,A004,C003,3,2024-12-31
6311,P4629,A003,C008,5,2024-12-31
6312,P10490,A001,C010,1,2024-12-31
6313,P6598,A004,C002,3,2024-12-31
6314,P9072,A004,C006,4,2024-12-31
6315,P8780,A001,C001,3,2024-12-31
6316,P5236,A003,C010,4,2024-12-31
6317,P8577,A001,C002,2,2024-12-31
6318,P4726,A002,C006,3,2024-12-31
6319,P6022,A004,C009,2,2024-12-31
6320,P4488,A002,C002,5,2024-12-31
6321,P3576,A005,C001,1,2024-12-31
6322,P1746,A005,C010,2,2024-12-31
6323,P1044,A001,C010,1,2024-12-31
6324,P6129,A002,C006,1,2024-12-31
6325,P8131,A001,C003,5,2024-12-31
6326,P1780,A003,C006,4,2024-12-31
6327,P9640,A002,C002,5,2024-12-31
6328,P3971,A004,C006,3,2024-12-31
6329,P7978,A005,C001,3,2024-12-31
6330,P3838,A004,C001,2,2024-12-31
6331,P2703,A001,C006,3,2024-12-31
6332,P3875,A002,C004,5,2024-12-31
6333,P8943,A002,C010,3,2024-12-31
6334,P3041,A003,C010,1,2024-12-31
6335,P10977,A001,C008,1,2024-12-31
6336,P8324,A005,C006,2,2024-12-31
6337,P5555,A005,C005,4,2024-12-31
6338,P2440,A002,C008,3,2024-12-31
6339,P1333,A003,C010,1,2024-12-31
6340,P10351,A001,C003,4,2024-12-31
6341,P5285,A003,C007,5,2024-12-31
6342,P4490,A002,C006,2,2024-12-31
6343,P2248,A002,C010,2,2024-12-31
6344,P2581,A004,C006,3,2024-12-31
6345,P2144,A002,C010,1,2024-12-31
6346,P2652,A004,C003,3,2024-12-31
6347,P1769,A004,C007,5,2024-12-31
6348,P5999,A002,C003,4,2024-12-31
6349,P10985,A001,C004,1,2024-12-31
6350,P8453,A005,C005,3,2024-12-31
6351,P3787,A005,C010,5,2024-12-31
6352,P4100,A005,C005,4,2024-12-31
6353,P5515,A004,C010,3,2024-12-31
6354,P8170,A003,C008,2,2024-12-31
6355,P5912,A003,C005,5,2024-12-31
6356,P2735,A004,C010,2,2024-12-31
6357,P9449,A003,C002,5,2024-12-31
6358,P3301,A002,C009,5,2024-12-31
6359,P9618,A004,C008,3,2024-12-31
6360,P7353,A001,C001,1,2024-12-31
6361,P2534,A004,C003,3,2024-12-31
6362,P2706,A005,C003,1,2024-12-31
6363,P1496,A002,C006,4,2024-12-31
6364,P9482,A004,C007,1,2024-12-31
6365,P10551,A004,C001,4,2024-12-31
6366,P3618,A002,C008,1,2024-12-31
6367,P10290,A002,C006,5,2024-12-31
6368,P5817,A002,C007,5,2024-12-31
